assembly_accession    wgs_set study_accession study_title read_accession  number_of_files:instrument_model:library_layoutlibrary_strategy
GCA_000472085	 AORO02	 PRJNA186497	 Sus Genome sequencing and assembly	 SRR652258	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815536	 2:NextSeq 500:PAIRED:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815540	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815544	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815546	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815549	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815551	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815555	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815562	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815563	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815566	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815569	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815571	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815577	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815578	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815579	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815580	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815583	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815584	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815585	 1:PacBio RS II:SINGLE:WGS
GCA_002844635	 NPJO01	 PRJNA392765	 Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	 SRR5815586	 1:PacBio RS II:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805711	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805717	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805725	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805727	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786943	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786950	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786954	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786955	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786956	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786967	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786971	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786977	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786980	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786982	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786985	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786986	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786990	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786995	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586929	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586930	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586931	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586933	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586938	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586941	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586942	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586944	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586946	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586948	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586949	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586951	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586952	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805714	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805715	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805719	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805720	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805721	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13775064	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786945	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786947	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786948	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786951	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786952	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786953	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786958	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786959	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786960	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786962	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786963	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786964	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786969	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786973	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786974	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786976	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786979	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786981	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786987	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586928	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586934	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586935	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586936	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586937	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586939	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586945	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586947	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805712	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805713	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805716	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805718	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805722	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805723	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805724	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805726	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR12805728	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786940	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786941	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786942	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786944	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786946	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786949	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786957	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786961	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786965	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786966	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786968	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786970	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786972	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786975	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786978	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786983	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786984	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786988	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786989	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786991	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786992	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786993	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR13786994	 2:HiSeq X Ten:PAIRED:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586932	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586940	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586943	 1:Sequel:SINGLE:WGS
GCA_020567905	 JADCTU01	 PRJNA531381	 Sus scrofa domesticus breed:Ningxiang Genome sequencing and assembly	 SRR9586950	 1:Sequel:SINGLE:WGS
GCA_018555405	 JAEUXQ01	 PRJNA692075	 Infectivity assessment of porcine endogenous retrovirus using high-throughput sequencing technologies	 SRR13441376	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_018555405	 JAEUXQ01	 PRJNA692075	 Infectivity assessment of porcine endogenous retrovirus using high-throughput sequencing technologies	 SRR13441377	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_018555405	 JAEUXQ01	 PRJNA692075	 Infectivity assessment of porcine endogenous retrovirus using high-throughput sequencing technologies	 SRR13444066	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_018555405	 JAEUXQ01	 PRJNA692075	 Infectivity assessment of porcine endogenous retrovirus using high-throughput sequencing technologies	 SRR13441378	 2:Illumina HiSeq 2500:PAIRED:RNA-Seq
GCA_018555405	 JAEUXQ01	 PRJNA692075	 Infectivity assessment of porcine endogenous retrovirus using high-throughput sequencing technologies	 SRR13444067	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_018555405	 JAEUXQ01	 PRJNA692075	 Infectivity assessment of porcine endogenous retrovirus using high-throughput sequencing technologies	 SRR13444068	 2:Illumina NovaSeq 6000:PAIRED:RNA-Seq
GCA_018555405	 JAEUXQ01	 PRJNA692075	 Infectivity assessment of porcine endogenous retrovirus using high-throughput sequencing technologies	 SRR13444069	 2:Illumina HiSeq 2500:PAIRED:RNA-Seq
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123253	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123260	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123270	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123271	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123280	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123327	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123333	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123339	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123344	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123345	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123346	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123347	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123371	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123382	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123387	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123396	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123405	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123434	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3118296	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123259	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123278	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123282	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123332	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123335	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123343	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123363	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123367	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123392	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123398	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123401	 2:Illumina HiSeq 2500:PAIRED:WGS
